code,product_name,brands,categories,ingredients_text,allergens,labels,countries,serving_size,nutriscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
3258561420370,Yaourt Aromatisés,Belle France,"dairies, fermented foods, fermented milk products, desserts, dairy desserts, fermented dairy desserts, yogurts, flavoured fermented dairy desserts, flavoured yogurts","lait partiellement écrémé (origine : France), sucre (8,9%), lactose et protéines de lait, arômes, ferments lactiques.",milk,,france,,b,77.0,0.9,0.6,14.0,14.0,0.0,3.3,0.13
3258590002509,Chocolat lait 47% cacahuète salée,Dardenne,"snacks, sweet snacks, cocoa and its products, chocolates, milk chocolates, chocolats au lait aux cacahuetes, chocolats aux cacahuetes","Cacahuète grillée salée entière* (cacahuète entière*, sel) (30%), beurre de cacao*, sucre de canne blond*, lait entier* (15%), masse de cacao*, lait écrémé* (3%), vanille en poudre*. Cacao: 47% minimum. *ingrédients issus de l'agriculture biologique. Issu du commerce équitable. Peut contenir des traces d'autres fruits à coques.",milk,"fair trade, no gluten, organic, crossed grain trademark, eu organic, ab agriculture biologique, entreprise du patrimoine vivant",france,,e,593.0,45.0,20.0,31.0,26.0,3.7,14.0,0.7
3258590002820,Noir 50%,Dardenne,"snacks, sweet snacks, cocoa and its products, chocolates, dark chocolates","Sucre de canne blond*(1), masse de cacao(1), beurre de cacao*(1). *ingrédients issus de l'agriculture biologique. (1)issus du commerce équitable. Peut contenir des traces de lait, de fruits à coque, d'arachide et de sésame.",,"vegetarian, fair trade, no gluten, organic, eu organic, vegan, fr bio 01",france,,e,591.0,41.0,25.0,48.0,46.0,0.0,3.0,0.06
3259011153640,Crémeux Tartine & Cuisine Ail & Fines Herbes à base de tofu,Soy,"spreads, salted spreads","Tofu 79,8 % (eau, soja décortiqué 15,7 %, gélifiants : sulfate de calcium et nigari), huile de tournesol, fines herbes 4,9 % (basilic, persil, ciboulette), jus de citron, sel de mer, ail 0,8 %, farine de riz, épaississant : gomme guar.",soybeans,"organic, eu organic, no gmos, soja francais, fr bio 01, french soy without gmos, bio solidaire, eco cert",france,,c,178.2,15.0,1.9,1.3,0.5,2.8,8.1,0.98
3259426014468,Palets Bretons - Le Guillou,LE GUILLOU,"snacks, sweet snacks, biscuits and cakes, biscuits, shortbread cookies, palets",Farine de blé - Sucre - Beurre pâtissier 25 % - Œufs 7% - Sel - Poudre à lever : carbonates de sodium - Correcteur d'acidité : acide citrique.,"eggs, gluten, milk","made in france, no palm oil, produced in brittany",france,100g,e,518.0,27.0,18.0,62.0,28.0,0.0,6.1,0.98
3259426014512,Assortiment Palets et Galettes Pur Beurre - Le Guillou,Le Guillou,"snacks, sweet snacks, biscuits and cakes, biscuits, shortbread cookies, shortbread cookies from brittany","&quot;Palets : Farine de blé - Sucre - Beurre pâtissier 25 % - Œufs 7% - Sel - Poudre à lever : carbonates de sodium - Correcteur d'acidité: acide citrique. Galettes : Farine de blé - Sucre - Beurre patissier 18% - Œufs entiers 2,5% - Sel - Poudre de lait écrémé - Poudre à lever : carbonates d'ammonium&quot;","eggs, gluten, milk",produced in brittany,france,,e,512.0,27.0,18.0,62.0,28.0,,6.0,1.2
3259426015489,Palets et galettes breton,Le Guillou,"snacks, sweet snacks, biscuits and cakes, biscuits, shortbread cookies, palets","• Palets pur beurre : Farine de blé - Sucre - Beurre pâtissier 25% - Œufs 7% - Sel - Poudres à lever : carbonates de sodium - Acidifiant : acide citrique. • Galettes pur beurre : Farine de blé - Sucre - Beurre pâtissier 18% - Œufs entiers 2,5% - Sel - Poudre de lait écrémé - Poudres à lever : carbonates d'ammonium.","eggs, gluten, milk","green dot, produced in brittany",france,,e,492.0,20.8,14.3,69.3,24.7,,6.2,1.08
3259426018930,Galette des rois aux pommes - Le Guillou,Galettes des rois,"snacks, sweet snacks, biscuits and cakes, pastries, king cakes","&quot;Farine de BLE - BEURRE pâtissier 21% - Purée de pomme 19% - Sirop de glucose - Cubes de pommes semi-confits 10% (cubes de pommes 6%, sucre) - Dextrose - Humectant : glycérol - OEUFS 1,5% - Amidon modifié - Sel - Arômes naturels (contient alcool) - Conservateurs : acide sorbique et sorbate de potassium - Acidifiant : acide citrique - Antioxydant : acide ascorbique. &quot;","eggs, gluten, milk",produced in brittany,france,,e,392.0,21.0,14.0,46.0,15.0,2.298,3.8,0.48
3259426033599,Madeleines maxi pépites chocolat 50% remboursés,Ker Cadelac,"snacks, sweet snacks, biscuits and cakes, cakes, chocolate cakes, madeleines, chocolate madeleines","Farine de BLÉ 22% - Huile de colza - ŒUFS entiers frais 18% - Sucre-Pépites et maxi pépites de chocolat 16% (sucre, pâte de cacao, beurre de cacao, émulsifiant : lécithines, arôme naturel de vanille) - Stabilisant : glycérol - Émulsifiant : mono-et diglycérides d'acides gras (origine végétale) - Poudres à lever : diphosphates, carbonates de sodium-Sel - Épaississant : farine de graines de caroube - Acidifiant : acide citrique - Arômes naturels. Peut contenir : FRUITS À COQUE, LAIT, SOJA.",,"no preservatives, no colorings, no palm oil, produced in brittany",france,,e,427.0,22.1,3.9,50.3,24.1,0.0,5.1,0.975
3260260211289,Gaufrettes à l'ancienne,La Trinitaine,frozen foods,"Sucre farine de blé matières grasses végétales non hydrogénées (palme;), poudre de cacao, colorant béta-carotène sel émulsifiant lécithine de soja poudre à lever: carbonate de magnésium.",,,france,,e,525.0,27.0,13.0,67.0,44.0,,3.7,0.2
3261055940650,Poulet Rôti et pomme de terre,William Saurin,"meals, frozen foods, meals with meat, poultry meals, meals with chicken, chicken dishes, chicken meals, roasted chicken","Pommes de terre 44%, eau, viande de poulet traitée en salaison rôtie 25% [viande de poulet eau, acidifiant : citrate de sodium, sel, caramel (eau, sucre)], crème 1,9% (lait). graisse de canard, beurre 0,6% (LAIT), sel, amidon modifié, oignons déshydratés 0,1%, arôme* naturel, caramel (sucre, eau), plantes aromatiques, épaississant: gomme xanthane, épices.","milk, sulphur dioxide and sulphites","no gluten, no artificial flavors, no preservatives, nutriscore, nutriscore grade b",france,300 g,c,84.0,3.5,1.4,7.1,0.8,0.9,5.6,0.8
3261080912653,Escargots surgelés 269gr,Escal,"meats and their products, meats, snails","Chairs d'escargots cuites 50% (Helix lucorum (mollusque)), beurre (lait, al réhydraté 13%, margarine (huile et graisse végétale (colza, palme), eau, émulsifiant: mono - et diglycerides d'acides gras, acidifiant: acide citrique), persil 2,8%, échalote, sel, épices, persil déshydraté, plantes aromatiques (contient du céleri).",molluscs,triman,france,,e,283.0,26.0,14.0,3.2,1.5,0.7,8.6,1.6
3261415150101,Huile d'Olive de Nyons AOP,"Cooperative Du Nyonsais, Vignolis","plant based foods and beverages, plant based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils, olive oils from france, extra virgin olive oils, olive oil from nyons, virgin olive oils",HUILE D'OLIVE VIERGE EXTRA BIOLOGIQUE,,"organic, eu organic, fr bio 01, pdo",france,,b,899.0,99.0,11.53,0.0,0.0,0.0,0.0,0.0
3261551400047,Pâte De Curry Madras,Raajmahal,"condiments, sauces, meal sauces, curry pastes, groceries","[ huile végétale (tournesol), vinaigreìtoriandrggna nassala, sel, ail, paprika, piment, Recette Raajmahal: faire dorer dans&xl'huile 2 oionons émincés, ajouter 2 tomateseoìpéev AXpres quelques minutes, a•outeElavianVotrle ooulet, sans sa peau•, coup en morceatxmfles egumes. Laisser mijoter tout en remuantjusqllti li-cuisson. Ajouter alors 2 cuillèresì• upedepìe ce curry. Remuer. Ajouter vaisser mijoter à feu moyen jusqu'ïctnssototale. hersir avec du riz Basmati RAAJMÂMAL.",,,france,,e,390.0,31.1,4.8,22.8,0.3,,4.8,8.2
3261830002085,Terrine de Porc aux Mirabelles,Duc de Mestade,"meats and their products, spreads, meats, prepared meats, salted spreads, poultries, rillettes, potted meats, ducks, white meat rillettes, poultry rillettes, duck rillettes","Maigre et gras de canard (origine : France) 96 %, eau, sel, arôme naturel.",,,france,,e,280.0,24.0,9.3,3.1,1.1,,13.0,1.5
3263450142240,Ketchup,Le Cabanon,"condiments, sauces, tomato sauces, ketchup, groceries","Purée de tomates 71,5%, sucre, vinaigre d'alcool, amidon transformé de maïs, sel, arôme naturel d'épices.",,"no preservatives, no colorings",france,,d,114.0,0.1,0.1,27.3,24.6,0.0,1.6,2.2
3263626765228,Pain d'épices au miel pépites de chocolat,Le Bon Miel,"snacks, sweet snacks, biscuits and cakes, gingerbreads, gingerbread blocks, pryaniki, pains d epices au miel","Farine de seigle, sirop de glucose-fructose, miel (25 %), pépites de chocolat (13 %) (sucre, pâte de cacao, beurre de cacao, dextrose, émulsifiant : lécithine de soja), poudres à lever (carbonate acide de sodium, carbonate acide de potassium, diphosphate disodique).",gluten,,france,,d,344.0,4.0,2.2,71.9,40.8,3.7765,3.2,0.48
3263670003116,Sardines Pop millésime 2021,,"seafood, fishes and their products, canned foods, fishes, fatty fishes, canned fishes, sardines, canned sardines, sardines in oil, sardines in olive oil","Sardines, huile d'olive vierge extra 19%, sel",fish,,france,,b,204.0,12.0,2.9,0.0,0.0,0.0,24.0,1.0
3263670057652,Filets de Truite sans Peau Cuisinés aux 3 Huiles,Phare d'Eckmühl,"seafood, fishes and their products, canned foods, fishes, fatty fishes, canned fishes, trouts, filets de truite, filet de truite sans peau","Filets de truite* 58%, huile d'olive vierge extra* 14%, huile de tournesol* 14%, eau, huile d'amandes grillées * 1,1%, sel. * 100% des ingrédients d'origine agricole sont issus de l'agriculture biologique, certifié par FR-BIO-10.","fish, nuts","organic, eu organic, omega 3, fr bio 10, high in omega 3, ab agriculture biologique",france,115 g,b,210.0,14.0,2.1,0.0,0.0,0.0,21.0,1.0
3263670124019,Sardines à l'ancienne aux échalotes de Bretagne,Connétable,"seafood, fishes and their products, canned foods, fishes, fatty fishes, canned fishes, sardines, canned sardines, sardines in oil, sardines in olive oil","Sardines 56%, huile d'olive vierge extra 25%, échalotes de Bretagne 16%, vinaigre d'alcool, sel. Poids net total: 115g",,"omega 3, green dot, high in omega 3, ag, alu recyclable, preparees en bretagne",france,,d,276.0,22.0,4.7,4.4,2.4,0.0,15.0,1.0
3263850000041,Haricots verts extra-fins surgelés,Leader Price,"plant based foods and beverages, plant based foods, fruits and vegetables based foods, legumes and their products, legumes, vegetables based foods, frozen foods, vegetables, frozen plant based foods, frozen legumes, frozen vegetables, green beans",100% haricots verts extra-fins.,,"green dot, eco emballages",france,200 g,a,38.0,0.20000000298023,0.0,4.3000001907349,1.2999999523163,4.8,2.2999999523163,0.019999999552965
3263850373411,Mayonnaise a la moutarde de Dijon,Leader Price,"condiments, sauces, mayonnaises, dijon mayonnaises, groceries","Huile de colza 70% - eau - jaune d'œuf 8% - moutarde de Dijon 5.3% (eau - graines de moutarde - vinaigre d'alcool - sel - acidifiant : acide citrique - vinaigre de vin blanc, vinaigre d'alcool - sel - sucre - amidon transformé de maïs - arôme naturel de moutarde - colorants : caramel ordinaire et lutéine.","eggs, mustard, sulphur dioxide and sulphites","omega 3, green dot, high in omega 3, triman",france,,d,662.0,72.0,5.7,2.3,0.9,0.031971484375,1.2,1.0
3263850459092,Kit pour Burritos,Leader Price,"meal kits, kits pour burritos","Tortillas de blé 320 g : farine de blé 65 % - eau-huile de colza - stabilisants : glycérol, gomme cellulosique, gomme guar - poudres à lever: carbonates de sodium, diphosphate disodique - acidifiant acide malique - émulsifiant: mono - et diglycérides d'acides gras - sel - dextrose - conservateurs: propionate de calcium, sorbate de potassium. Sauce tomate épicée aux haricots et aux poivrons 150 g : tomates 32% - eau - haricots rouges 10% - oignons 7 % - vinaigre d'alcool-concentré - amidon transformé de riz - sucre - arômes - épices 1 % - acidiifiant : acide citrique - arôme naturel d'ail - antioxydant: acide ascorbique. Sachet d'assaisonnement 35 g: chapelure (contient blé) - maltodextrine - sel - lactose - paprika ail en poudre - oignon en poudre - cumin - extrait d'épices et d'aromates-antiagglomérant: dioxide de silicium - acidifiant: acide citrique. de tomates 5 %-poivrons verts 3 %-poivrons rouges 3 % - sel - acidifiant: acide citrique - arôme naturel.","gluten, milk",green dot,france,,d,250.0,5.4,0.6,42.1,3.1,2.8,6.9,2.2
3263850573613,Chocolat Lait aux noisettes entières,Franprix,"snacks, sweet snacks, cocoa and its products, chocolates, milk chocolates, chocolates with hazelnuts, milk chocolates with hazelnuts","Sucre - noisettes entières torréfiées 25% - poudre de lait entier - beurre de cacao - pâte de cacao - émulsifiant : lécithines de tournesol - arôme vanille. Cacao: 30% minimum dans le chocolat au lait seul,","milk, nuts","nutriscore, nutriscore grade e, rainforest alliance",france,20 g,e,593.0,42.0,17.0,41.0,41.0,3.5,11.0,0.2
3263850683268,Sauce Burger Leader Price,Leader Price,"condiments, sauces, burger sauces, epicerie","Huile de colza, eau, sucre, moutarde (eau, vinaigre d'alcool, graines de moutarde, acidifiant : acide citrique, épice), jaune d'oeuf, purée de tomates double concentrée, vinaigre d'alcool, sel, amidon de maïs, arôme naturel d'aneth, épices, jus de citron concentré, oignons en poudre, épaississant : gomme xanthane, persil, colorants : extrait de paprika, lutéine, extrait de levure",,,france,,e,531.0,52.0,4.3,14.0,12.0,0.7,1.5,2.0
3263850763915,Barres céréales Abricot,Leader Price,"snacks, sweet snacks, bars, cereal bars, fruits cereal bars, apricot cereal bars","Céréales 44,3% [flocons d'avoine 17,8% - farine de blé 11,4% - pétales de maïs (maïs - sel - extrait de malt d'orge) - farine de riz] - sirop de glucose - abricot 14,9% (abricot - farine de riz - conservateur : sulfite) - huile de tournesol - stabilisant : sorbitols - dextrose - sucre - caramel aromatique (sucre - eau - correcteur d'acidité : hydroxyde de sodium) - sel - arôme - émulsifiant : lécithine de soja - antioxydant : extrait riche en tocophérols.","gluten, soybeans, sulphur dioxide and sulphites",triman,france,21 g,d,376.0,5.2,0.6,74.0,26.7,4.2,5.3,0.475
3263850805011,8 Mini paquets de Céréales,Leader Price,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals","Pétales de blé au chocolat : Céréales 72% (farine de blé - farine complète de blé 24 %) - chocolat en poudre 25% (sucre - cacao en poudre) - sucre - huile de tournesol - sel - arôme - émulsifiant : esters citriques des mono - et diglycérides d’acides gras - cannelle - vitamines : niacine (B3), acide pantothénique (BS), riboflavine (B2). B6, thiamine (B1), acide folique (B9), biotine (B8), B12 - fer.",gluten,green dot,france,35 g,d,393.0,2.5,1.5,85.0,23.0,3.0,6.0,1.1
3263851280626,Thon Entier à l'huile de Tournesol,Leader Price,"seafood, fishes and their products, canned foods, fishes, fatty fishes, canned fishes, tunas, canned tunas, tunas in oil, tunas in sunflower oil",thon - huile de tournesol - sel,fish,,france,,a,237.0,15.0,2.0,0.5,0.10000000149012,0.0,25.0,1.0
3263851376664,Mais doux,Leader Price,"plant based foods and beverages, plant based foods, fruits and vegetables based foods, canned foods, cereals and potatoes, seeds, vegetables based foods, canned plant based foods, cereals and their products, canned vegetables, cereal grains, corn",maïs doux en grains - eau - sucre - sel.,,,france,,b,89.0,2.4,0.5,12.0,4.9,3.8,2.9,0.43
3263851498519,Sauce tomate cuisinée à l'huile de tournesol,Leader Price,"condiments, sauces, tomato sauces, groceries","Purée de tomates 88 %, huile de tournesol 4 %, sucre, amidon transformé de pomme de terre, sel, ail, oignon, arôme naturel.",,,france,,c,87.0,3.9,0.4,12.1,6.9,2.17492083333333,0.7,1.775
3263851505415,Champignons Cèpes Jambes et Morceaux,Leader Price,"plant based foods and beverages, plant based foods, fruits and vegetables based foods, canned foods, vegetables based foods, canned plant based foods, fresh foods, mushrooms and their products, fresh plant based foods, mushrooms, canned mushrooms, cep mushrooms","Boletus edulis, eau, sel, acidifiant : E330 - Préparé par le procédé de présaumurage.",,eco emballage,france,455 g,a,28.0,0.5,0.2,0.1,0.1,,3.9,0.8
